133	Ángel Muñiz	Ángel Muñiz	Luisito Martí#Caridad Ravelo#Raúl Carbonell	Spanish#English	The humble and hardworking Orodoto Balbuena finally gets an opportunity of realizing his lifelong dream of reaching New York and living the "American Dream", but soon finds out that things aren't as pretty as he thought.
134	Craig Baldwin	Lloyd Dunn#Chris Grigg#Mark Hosler	None	English	Within days after the release of Negativland's clever parody of U2 and Casey Kasem, recording industry giant Island Records descended upon the band with a battery of lawyers intent on ...
135	David S. Ward	Hugh Wilson#Andrew Kurtzman	Kelsey Grammer#Lauren Holly#Rob Schneider	English	Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days.
136	Mark Rappaport	Mark Rappaport	Mary Beth Hurt#Jean Seberg	USA	Mark Rappaport's creative bio-pic about actress Jean Seberg is presented in a first-person, autobiographical format (with Seberg played by Mary Beth Hurt). He seamlessly interweaves cinema,...
137	Dirk Shafer	Dirk Shafer	Vivian Paxton#Claudette Sutherland#Michael Ornstein	USA#UK	Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...
138	Terence Davies	Terence Davies#John Kennedy Toole	Jacob Tierney#Drake Bell#Gena Rowlands	English	While on a train, a teenage boy thinks about his life and the flamboyant aunt whose friendship acted as an emotional shield from his troubled family. This film evokes the haunting quality ...
139	Sandip Ray	Sandip Ray#Satyajit Ray	Mohan Agashe#Barun Chakraborty#Champa	Hindi#Bengali	
140	None	None	None	Filipino#Tagalog	None
141	Mike Nichols	Jean Poiret#Francis Veber	Robin Williams#Nathan Lane#Gene Hackman	USA	A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.
142	Jerzy Kaszubowski	Jerzy Kaszubowski	Zygmunt Bielawski#Jerzy Binczycki#Mieczyslaw Janowski	Polish#English#German	During the Second World War, tens of thousands of blonde, blue-eyed Polish children were snatched from their parents and given to German families. Lebensborn was part of Hitler's plan to ...
143	Jakov Sedlar	Ivan Aralica#Paul Gronseth	Martin Sheen#Michael York#Morgan Fairchild	Serbo-Croatian#Croatian#English	In 1981 in Medjugorje (BA), a group of kids claim that Virgin Mary appeared to them on a hill. The local priest believes them and spreads the word. Religious tourism blossoms. The communist government is concerned and arrests the priest.
144	None	None	None	IMDbPro	None
145	Michael Bay	George Gallo#Michael Barrie	Will Smith#Martin Lawrence#Lisa Boyle	USA	Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.
146	Christopher Cain	John Wilcox#Steven Alldredge	Stephen Lang#Ryan Slater#Yi Ding	English	A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.
147	Scott Kalvert	Jim Carroll#Bryan Goluboff	Leonardo DiCaprio#Lorraine Bracco#Marilyn Sokol	USA	A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.
148	Mike Newell	Beryl Bainbridge#Charles Wood	Hugh Grant#Alan Rickman#Georgina Cates	English	Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...
149	Hal Hartley	Hal Hartley	Isabelle Huppert#Martin Donovan#Elina Löwensohn	USA#UK#France	Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...
150	Ron Howard	Jim Lovell#Jeffrey Kluger	Tom Hanks#Bill Paxton#Kevin Bacon	English	NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.
151	Michael Caton-Jones	Alan Sharp	Liam Neeson#Jessica Lange#John Hurt	UK	In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.
152	Jacopo Manfren#Sabrina Culver	Sabrina Culver	Sabrina Culver#Tamara Goodwin#Lynne Alana Delaney	USA	
153	Joel Schumacher	Bob Kane#Lee Batchler	Val Kilmer#Tommy Lee Jones#Jim Carrey	USA#UK	Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.
154	Luis Buñuel	Joseph Kessel#Luis Buñuel	Catherine Deneuve#Jean Sorel#Michel Piccoli	French#Spanish#Mongolian	A frigid young housewife decides to spend her midweek afternoons as a prostitute.
155	John Boorman	Alex Lasker#Bill Rubenstein	Patricia Arquette#U Aung Ko#Frances McDormand	English	Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...
156	Paul Auster#Wayne Wang	Paul Auster#Wayne Wang	Harvey Keitel#Lou Reed#Michael J. Fox	USA	Brooklyn Cigar Store is a neighborhood hangout in Brooklyn with Auggie Wren/H.Keitel as center. Some people are interviewed about Brooklyn, spiced up with statistics on Brooklyn.
157	Michael Moore	Michael Moore	John Candy#Alan Alda#Rhea Perlman	USA#Canada	The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.
158	Brad Silberling	Joseph Oriolo#Sherri Stoner	Bill Pullman#Christina Ricci#Cathy Moriarty	USA	A paranormal expert and his daughter bunk in an abandoned house populated by three mischievous ghosts and one friendly one.
159	Spike Lee	Richard Price#Richard Price	Harvey Keitel#John Turturro#Delroy Lindo	English	Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.
160	Frank Marshall	Michael Crichton#John Patrick Shanley	Laura Linney#Tim Curry#Dylan Walsh	English#American Sign Language	When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.
161	Tony Scott	Michael Schiffer#Richard P. Henrick	Gene Hackman#Denzel Washington#Matt Craven	English	On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so.
162	Terry Zwigoff	Robert Crumb#Aline Kominsky-Crumb#Charles Crumb	None	USA	An intimate portrait of controversial cartoonist Robert Crumb and his traumatized family.
163	Robert Rodriguez	Robert Rodriguez	Antonio Banderas#Salma Hayek#Joaquim de Almeida	English#Spanish	A gunslinger's embroiled in a war with a local drug runner.
164	Carl Franklin	Walter Mosley#Carl Franklin	Denzel Washington#Tom Sizemore#Jennifer Beals	English	An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.
165	John McTiernan	Jonathan Hensleigh#Roderick Thorp	Bruce Willis#Jeremy Irons#Samuel L. Jackson	USA	John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.
166	Gregg Araki	Gregg Araki	James Duval#Rose McGowan#Johnathon Schaech	English	Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.
167	Christopher Menaul	H.E. Bates#Christopher Neame	Embeth Davidtz#Tom Bell#Gemma Jones	USA#UK	After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.
168	Jerry Zucker	Lorne Cameron#David Hoselton	Sean Connery#Richard Gere#Julia Ormond	English	Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.
169	Dwight H. Little	Keith Walker#Karen Janszen	Jason James Richter#Michael Madsen#Francis Capra	English#Danish#Malay#Dutch#Indonesian#Finnish#Luxembourgish#French Sign Language	Teenager Jesse becomes reunited with Willy two years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.
170	Iain Softley	Rafael Moreu	Jonny Lee Miller#Angelina Jolie#Jesse Bradford	USA	Hackers are blamed for making a virus that will capsize five oil tankers.
171	Christopher Ashley	Paul Rudnick#Paul Rudnick	Steven Weber#Michael T. Weiss#Peter Jacobson	English	Jeffrey, a young gay man in New York, decides that sex is too much and decides to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth ...
172	Robert Longo	William Gibson#William Gibson	Keanu Reeves#Dolph Lundgren#Dina Meyer	English#Japanese	A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.
173	Danny Cannon	John Wagner#Carlos Ezquerra	Sylvester Stallone#Armand Assante#Rob Schneider	USA	In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.
174	John Fortenberry	Barbara Williams#Samantha Adams	Pauly Shore#Tia Carrere#Stanley Tucci	English	When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does ...
175	Larry Clark	Harmony Korine	Leo Fitzpatrick#Justin Pierce#Chloë Sevigny	English	A day in the life of a group of teens as they travel around New York City skating, drinking, smoking and deflowering virgins.
176	Tom DiCillo	Tom DiCillo	Steve Buscemi#Catherine Keener#Dermot Mulroney	USA	Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.
177	Clive Barker	Clive Barker#Clive Barker	Scott Bakula#Kevin J. O'Connor#J. Trevor Edmond	USA	During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult, who are waiting for the resurrection of their leader Nix. 13 years ago, Nix was...
178	Denys Arcand	Brad Fraser#Brad Fraser	Thomas Gibson#Ruth Marshall#Cameron Bancroft	Canada	Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on ...
179	Antonia Bird	Paula Milne	Chris O'Donnell#Drew Barrymore#Matthew Lillard	English	The high-school student Matt Leland lives with his twin brother and sister and his father in a house by the lake. When the teenager Casey Roberts moves to the house on the other side of the...
180	Kevin Smith	Kevin Smith	Shannen Doherty#Jeremy London#Jason Lee	USA	Both dumped by their girlfriends, two best friends seek refuge in the local mall.
181	Bryan Spicer	John Kamps#Arne Olsen	Karan Ashley#Johnny Yong Bosch#Steve Cardenas	USA#Japan#Australia#New Zealand	A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.
182	David Anspaugh	Ellen Simon#Ellen Simon	Elizabeth Perkins#Whoopi Goldberg#Kathleen Turner	English	A young widow still grieving over the death of her husband finds herself being comforted by a local housepainter.
183	Anthony Waller	Anthony Waller	Marina Zudina#Fay Ripley#Evan Richards	Russia#UK#Germany	A mute make-up artist working on a slasher movie being shot in Moscow, is locked in the studio after hours. While there, she witnesses a brutal murder, and must escape capture.
184	Michael Almereyda	Michael Almereyda	Elina Löwensohn#Peter Fonda#Nic Ratner	English	This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of ...
185	Irwin Winkler	John Brancato#Michael Ferris	Sandra Bullock#Jeremy Northam#Dennis Miller	English#Spanish	A computer programmer stumbles upon a conspiracy, putting her life and the lives of those around her in great danger.
